,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
72351,2020,LA,Louisiana,St. Helena,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,75.7,,,72.1,79.0,10912,22091,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-90.7083074 30.8225386)
72352,2021,LA,Louisiana,Terrebonne,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.3,,,33.0,45.4,108708,22109,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-90.8436739 29.3341299)
72354,2021,LA,Louisiana,Allen,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,10.3,,,8.9,11.8,22687,22003,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-92.8196052 30.6527435)
72368,2020,LA,Louisiana,St. Landry,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,20.3,,,15.3,25.5,82071,22097,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-91.9892745 30.5834409)
72369,2021,LA,Louisiana,Red River,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.1,,,83.3,88.5,7564,22081,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-93.3490504 32.1012125)
72374,2021,LA,Louisiana,Sabine,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,42.8,,,34.3,51.1,22135,22085,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-93.5595793 31.5604024)
72375,2021,LA,Louisiana,Ascension,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,8.3,,,6.6,10.4,128369,22005,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-90.9125023 30.2064437)
72377,2021,LA,Louisiana,Assumption,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.8,,,4.3,5.4,20689,22007,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-91.0652194 29.9032998)
72378,2021,LA,Louisiana,Beauregard,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,38.6,,,34.2,43.5,36584,22011,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-93.3402526 30.6450184)
72381,2021,LA,Louisiana,Jefferson Davis,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.7,,,8.1,11.4,32345,22053,HLTHOUT,COPD,CrdPrv,COPD,POINT (-92.8162205 30.2695293)
72382,2021,LA,Louisiana,St. Martin,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,36.6,,,31.8,41.4,51540,22099,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-91.6114814 30.1214329)
72384,2020,LA,Louisiana,St. Bernard,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,39.3,,,32.9,46.5,44258,22087,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-89.2634941 29.9181102)
72386,2021,LA,Louisiana,Ouachita,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.3,,,3.0,3.6,158768,22073,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-92.1515814 32.480932)
72390,2021,LA,Louisiana,Iberville,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.6,7.3,29824,22047,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-91.3658718 30.2706526)
72395,2020,LA,Louisiana,West Feliciana,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,57.8,,,53.7,61.8,15494,22125,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-91.421776 30.8733639)
72396,2021,LA,Louisiana,Jefferson Davis,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.3,,,72.3,81.7,32345,22053,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-92.8162205 30.2695293)
72399,2021,LA,Louisiana,St. Charles,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.7,,,8.4,11.0,52282,22089,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-90.3578553 29.9057222)
72404,2021,LA,Louisiana,Jackson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.9,,,23.9,32.2,14876,22049,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-92.5616997 32.3042901)
72407,2021,LA,Louisiana,LaSalle,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.2,,,6.3,8.2,14834,22059,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-92.1615956 31.6800826)
72412,2021,LA,Louisiana,Vernon,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.6,,,10.9,14.4,48027,22115,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-93.18833 31.1028407)
72413,2021,LA,Louisiana,Winn,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,25.2,,,21.0,29.9,13488,22127,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-92.6412694 31.9411871)
72415,2021,LA,Louisiana,Vernon,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.1,6.7,48027,22115,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-93.18833 31.1028407)
72419,2021,LA,Louisiana,Winn,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,9.0,,,7.6,10.6,13488,22127,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-92.6412694 31.9411871)
72423,2021,LA,Louisiana,Assumption,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,27.4,,,22.7,31.9,20689,22007,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-91.0652194 29.9032998)
72424,2020,LA,Louisiana,Bossier,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.1,,,9.2,18.0,129144,22015,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-93.6265609 32.6984813)
72428,2021,LA,Louisiana,Lafayette,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,39.1,,,33.6,44.4,244205,22055,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.06417 30.2065065)
72430,2021,LA,Louisiana,Madison,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,10.7,,,9.2,12.5,9799,22065,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-91.2319321 32.3468782)
72431,2021,LA,Louisiana,Lafourche,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,38.8,,,32.6,45.0,97504,22057,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-90.394849 29.4919925)
72432,2020,LA,Louisiana,Calcasieu,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,53.2,,,50.0,56.7,205282,22019,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-93.3580154 30.2295588)
72434,2021,LA,Louisiana,Orleans,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.8,,,74.0,81.0,376971,22071,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-89.9345018 30.0534195)
72435,2021,LA,Louisiana,Vermilion,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,38.6,,,31.9,46.0,57204,22113,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-92.2915678 29.7897222)
72440,2021,LA,Louisiana,Natchitoches,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.7,,,6.1,7.4,37026,22069,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-93.0825461 31.7325086)
72444,2020,LA,Louisiana,Union,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,70.3,,,67.6,73.0,21091,22111,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-92.3756501 32.8293486)
72454,2021,LA,Louisiana,East Feliciana,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,9.4,,,8.1,10.7,19338,22037,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-91.0434338 30.8397837)
72457,2021,LA,Louisiana,East Baton Rouge,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,15.8,,,13.4,18.4,453301,22033,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-91.093131 30.5439297)
72465,2020,LA,Louisiana,St. Landry,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,68.7,,,66.3,71.3,82071,22097,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-91.9892745 30.5834409)
72467,2021,LA,Louisiana,Cameron,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.4,,,8.8,12.2,5080,22023,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-93.1649478 29.871812)
72473,2020,LA,Louisiana,Franklin,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,68.2,,,65.6,71.0,19668,22041,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-91.6723711 32.1390764)
72480,2021,LA,Louisiana,Plaquemines,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,25.7,,,21.6,29.9,23303,22075,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-89.5760676 29.282447)
72481,2021,LA,Louisiana,Livingston,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,17.1,,,14.2,20.0,145830,22063,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-90.7274738 30.4404194)
72489,2021,LA,Louisiana,Allen,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,13.5,,,11.6,15.6,22687,22003,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-92.8196052 30.6527435)
72490,2021,LA,Louisiana,St. Tammany,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,24.7,,,21.3,28.3,269388,22103,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-89.9519622 30.4100224)
72493,2021,LA,Louisiana,Washington,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,84.6,,,81.6,87.1,45133,22117,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-90.0462534 30.8521435)
72500,2021,LA,Louisiana,West Baton Rouge,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,11.5,,,9.8,13.3,27792,22121,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-91.309808 30.4640516)
72501,2021,LA,Louisiana,Vermilion,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.1,,,14.9,21.6,57204,22113,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-92.2915678 29.7897222)
72505,2020,LA,Louisiana,Natchitoches,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,38.3,,,31.9,44.9,37026,22069,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-93.0825461 31.7325086)
72506,2021,LA,Louisiana,Tensas,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,48.3,,,43.5,53.5,4043,22107,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-91.342576 32.0014894)
72513,2021,LA,Louisiana,Catahoula,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,7.2,,,6.3,8.1,8805,22025,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-91.846703 31.666517)
72514,2021,LA,Louisiana,Orleans,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.9,,,15.6,20.3,376971,22071,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-89.9345018 30.0534195)
72518,2021,LA,Louisiana,St. Martin,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,4.8,,,4.2,5.5,51540,22099,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-91.6114814 30.1214329)
72526,2020,LA,Louisiana,West Carroll,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,79.5,,,76.7,82.1,9594,22123,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-91.4519982 32.7924797)
72528,2021,LA,Louisiana,LaSalle,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.1,,,8.8,11.4,14834,22059,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-92.1615956 31.6800826)
72531,2021,LA,Louisiana,East Carroll,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,4.7,,,4.2,5.2,7220,22035,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-91.2341409 32.7301699)
72538,2020,LA,Louisiana,West Feliciana,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,71.7,,,68.7,74.5,15494,22125,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-91.421776 30.8733639)
72539,2021,LA,Louisiana,Avoyelles,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,13.4,,,11.6,15.2,39236,22009,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-91.9832748 31.088503)
72540,2021,LA,Louisiana,Allen,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,82.5,,,79.2,85.6,22687,22003,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-92.8196052 30.6527435)
72542,2021,LA,Louisiana,Iberville,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,79.2,,,74.7,83.4,29824,22047,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-91.3658718 30.2706526)
72543,2021,LA,Louisiana,West Feliciana,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.9,,,3.3,4.4,15494,22125,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-91.421776 30.8733639)
72548,2020,LA,Louisiana,Livingston,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,40.9,,,32.9,48.0,145830,22063,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-90.7274738 30.4404194)
72549,2021,LA,Louisiana,East Baton Rouge,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,78.8,,,76.1,81.3,453301,22033,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-91.093131 30.5439297)
72556,2020,LA,Louisiana,West Feliciana,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,38.7,,,36.9,40.2,15494,22125,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-91.421776 30.8733639)
72557,2021,LA,Louisiana,Rapides,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,12.8,,,11.0,14.8,128654,22079,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-92.5359531 31.1932037)
72561,2021,LA,Louisiana,East Baton Rouge,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,37.1,,,33.8,40.4,453301,22033,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-91.093131 30.5439297)
72568,2020,LA,Louisiana,Union,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,39.1,,,31.3,47.5,21091,22111,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-92.3756501 32.8293486)
72573,2021,LA,Louisiana,Caldwell,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,39.7,,,34.4,45.2,9571,22021,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-92.1142311 32.1012195)
72574,2021,LA,Louisiana,St. Landry,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,3.6,,,3.3,4.0,82071,22097,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-91.9892745 30.5834409)
72576,2020,LA,Louisiana,East Baton Rouge,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,75.1,,,72.9,77.3,453301,22033,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-91.093131 30.5439297)
72578,2021,LA,Louisiana,LaSalle,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,34.6,,,29.8,39.7,14834,22059,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-92.1615956 31.6800826)
72581,2021,LA,Louisiana,Iberville,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,33.0,,,27.5,38.5,29824,22047,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-91.3658718 30.2706526)
72584,2021,LA,Louisiana,Pointe Coupee,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.4,5.8,20356,22077,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-91.6046207 30.708319)
72589,2021,LA,Louisiana,St. James,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,9.7,,,8.4,11.2,19742,22093,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-90.7939562 30.0247772)
72591,2021,LA,Louisiana,Catahoula,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.7,,,9.4,12.2,8805,22025,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-91.846703 31.666517)
72592,2021,LA,Louisiana,Richland,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,43.0,,,34.5,51.4,19805,22083,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-91.7483534 32.413158)
72594,2021,LA,Louisiana,Evangeline,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,11.0,,,9.4,12.7,32215,22039,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-92.4040858 30.7206932)
72597,2021,LA,Louisiana,East Baton Rouge,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,35.7,,,31.3,40.4,453301,22033,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-91.093131 30.5439297)
72601,2020,LA,Louisiana,East Baton Rouge,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,79.9,,,77.2,82.5,453301,22033,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-91.093131 30.5439297)
72612,2020,LA,Louisiana,St. John the Baptist,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,74.2,,,71.9,76.4,42094,22095,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-90.4909596 30.1440682)
72613,2021,LA,Louisiana,Beauregard,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.2,,,5.4,7.0,36584,22011,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-93.3402526 30.6450184)
72614,2021,LA,Louisiana,Assumption,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,11.0,,,9.3,12.9,20689,22007,HLTHOUT,COPD,CrdPrv,COPD,POINT (-91.0652194 29.9032998)
72615,2021,LA,Louisiana,West Carroll,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,40.9,,,35.7,46.2,9594,22123,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-91.4519982 32.7924797)
72624,2021,LA,Louisiana,St. Mary,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.1,,,3.7,4.5,48232,22101,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-91.4638037 29.6293488)
72625,2021,LA,Louisiana,East Feliciana,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.6,,,6.6,8.6,19338,22037,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-91.0434338 30.8397837)
72629,2020,LA,Louisiana,Caddo,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,14.8,,,10.6,19.4,233092,22017,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-93.8849698 32.5801062)
72632,2021,LA,Louisiana,Assumption,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,11.6,,,9.3,14.4,20689,22007,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-91.0652194 29.9032998)
72633,2021,LA,Louisiana,Cameron,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,34.3,,,29.8,38.8,5080,22023,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-93.1649478 29.871812)
